1880533.856,5783732.087,2,0
1882980.519,5785073.805,2,1
1885900.729,5785626.277,2,2
1887755.457,5784994.88,2,3
1889176.099,5784324.021,2,4
1891385.988,5784126.71,2,5
1892530.395,5783574.237,2,6
1893359.103,5781009.188,2,7
1894227.273,5780259.404,2,8
1894621.896,5779509.621,2,9
1894661.359,5779193.922,2,10
1893477.49,5775760.702,2,11
1893240.716,5774103.286,2,12
1890044.27,5772130.171,2,13
1885506.106,5769880.82,2,14
1883888.151,5769644.046,2,15
1882072.886,5770985.764,2,16
1880494.394,5771104.151,2,17
1878047.731,5771538.237,2,18
1875877.305,5773905.974,2,19
1875285.371,5774261.135,2,20
1874732.898,5775721.24,2,21
1875798.38,5777654.893,2,22
1877061.174,5779588.545,2,23
1878442.354,5780930.263,2,24
1878758.053,5781719.509,2,25
1879034.289,5782824.454,2,26
1880533.856,5783732.087,2,27
