1911757,5764126
1909487,5765325
1908026,5764380
1905812,5761753
1905748,5762705
1906145,5762737
1907169,5762983
1908243,5762975
1909495,5761912
1901476,5758878
1903812,5760723
1903153,5761562
1911917,5780963
1912489,5783361
1914664,5781979
1915167,5782968
1912552,5784551
1907441,5778217
1908409,5778265
1904221,5773092
1904991,5773568
1904530,5774370
1906499,5776013
1903742,5776518
1898236,5771251
1899434,5770743
1896224,5770269
1892997,5767552
1893172,5767242
1893354,5766821
1893584,5766393
